STATE,NAME,geometry
NV,walgreens,POINT (-115.1722155 36.1050501)
NV,walgreens,POINT (-115.1193599 36.0199455)
NV,walgreens,POINT (-115.0787636 36.1740107)
NV,walgreens,POINT (-115.1193876 36.0418168)
NV,walgreens,POINT (-115.2983515 36.1450681)
NV,walgreens,POINT (-115.0934645 35.9536671)
NV,walgreens,POINT (-115.178355 36.1815355)
NV,walgreens,POINT (-115.2245167 36.1952537)
NV,walgreens,POINT (-115.243953 36.0490542)
NV,walgreens,POINT (-115.161205 36.2388931)
NV,walgreens,POINT (-115.2595418 36.1955867)
NV,walgreens,POINT (-115.1016148 36.1447398)
NV,walgreens,POINT (-119.740014 38.9359957)
NV,walgreens,POINT (-115.278431 36.0209068)
CA,walgreens,POINT (-119.7303575 36.8370316)
NV,walgreens,POINT (-115.9847845 36.20804)
UT,walgreens,POINT (-112.0461897 41.0886723)
NV,walgreens,POINT (-114.9518423 36.0146067)
NV,walgreens,POINT (-119.862481 39.533142)
NV,walgreens,POINT (-119.756496 39.4175136)
UT,walgreens,POINT (-111.7018196 40.3109437)
NV,walgreens,POINT (-119.8490731 39.6147355)
CA,walgreens,POINT (-120.9384575 37.5921128)
UT,walgreens,POINT (-113.5914638 37.1095494)
UT,walgreens,POINT (-111.8648971 40.7260221)
UT,walgreens,POINT (-111.9380128 40.5217182)
UT,walgreens,POINT (-111.8895389 40.6203172)
UT,walgreens,POINT (-111.8855923 40.5001677)
UT,walgreens,POINT (-111.8536049 40.5283832)
UT,walgreens,POINT (-111.872645 40.5798833)
UT,walgreens,POINT (-111.9395417 40.6100753)
UT,walgreens,POINT (-112.2976905 40.5337926)
CA,walgreens,POINT (-120.594694 37.360992)
CA,walgreens,POINT (-119.8437833 36.7944271)
CA,walgreens,POINT (-120.4677194 37.3179377)
CA,walgreens,POINT (-119.3257072 36.2265213)
CA,walgreens,POINT (-119.440223 36.6046564)
CA,walgreens,POINT (-121.0898798 38.9325009)
CA,walgreens,POINT (-119.7395066 36.8660857)
CA,walgreens,POINT (-119.292667 36.3133342)
