STATE,geometry
CA,POINT (-122.214109175 37.81357781)
CA,POINT (-121.901210791 37.6944917920001)
CA,POINT (-122.286447289 37.8046053320001)
CA,POINT (-122.184628073 37.798414263)
CA,POINT (-122.248855654 37.768773626)
CA,POINT (-122.245465467 37.7639608110001)
CA,POINT (-122.284500767 37.882919997)
CA,POINT (-122.261978895 37.867895359)
CA,POINT (-122.295978754 37.867987795)
CA,POINT (-122.257711772 37.8314865200001)
CA,POINT (-122.250698037 37.828571648)
CA,POINT (-122.233405055 37.7575245210001)
CA,POINT (-122.136081387 37.7198728170001)
CA,POINT (-122.158449479 37.689782624)
CA,POINT (-122.060091059 37.6444278550001)
CA,POINT (-121.986321626 37.5622938290001)
CA,POINT (-122.011281125 37.555376472)
CA,POINT (-121.995675563 37.551478069)
CA,POINT (-122.136842175 37.6763833890001)
CA,POINT (-120.850024658 38.480568486)
CA,POINT (-120.678776903 38.4129461570001)
CA,POINT (-121.59227395 39.81611049)
CA,POINT (-121.618418616 39.753868864)
CA,POINT (-121.610334358 39.3829778)
CA,POINT (-121.515136004 39.50531741)
CA,POINT (-121.560046597 39.511777067)
CA,POINT (-122.015438628 39.204718219)
CA,POINT (-122.342047937 37.9341992760001)
CA,POINT (-122.321758165 37.947360356)
CA,POINT (-122.00318494 37.971710795)
CA,POINT (-122.135275142 38.01452944)
CA,POINT (-122.068433708 37.896132677)
CA,POINT (-122.040441187 37.9972011580001)
CA,POINT (-122.059936171 37.923774628)
CA,POINT (-122.035480824 37.9501190460001)
CA,POINT (-122.312370618 37.9409398970001)
CA,POINT (-122.328526285 37.974932863)
CA,POINT (-122.022523518 37.9730107670001)
CA,POINT (-121.962528518 37.967289034)
CA,POINT (-121.737057427 37.95972263)
CA,POINT (-122.132377367 37.833402564)
CA,POINT (-122.347833633 37.9446873700001)
CA,POINT (-122.073482792 37.932957055)
CA,POINT (-122.021610831 37.9808333400001)
CA,POINT (-122.290920009 38.0041126350001)
CA,POINT (-122.298584481 37.9148524780001)
CA,POINT (-122.106084702 37.894872578)
CA,POINT (-121.890943327 38.033822301)
CA,POINT (-122.036190205 37.9810144300001)
CA,POINT (-121.994779826 37.9667023120001)
CA,POINT (-121.967132689 37.965676606)
CA,POINT (-122.342780247 37.9564677000001)
CA,POINT (-122.089244177 37.945315356)
CA,POINT (-122.079004741 37.9465389690001)
CA,POINT (-122.026238114 37.941465206)
CA,POINT (-122.311875783 37.9373515550001)
CA,POINT (-122.030956322 37.9339089630001)
CA,POINT (-122.049362316 37.9229025130001)
CA,POINT (-122.031960764 37.9134678560001)
CA,POINT (-122.112320723 37.881470774)
CA,POINT (-121.948712072 37.8329623450001)
CA,POINT (-121.998069069 37.8247798780001)
CA,POINT (-124.199978786 41.777642912)
CA,POINT (-124.205039719 41.758827065)
CA,POINT (-121.068692365 38.6349041660001)
CA,POINT (-120.861991347 38.6943261000001)
CA,POINT (-119.773021036 36.7979809030001)
CA,POINT (-119.654178198 36.795726583)
CA,POINT (-119.720808345 36.8528168600001)
CA,POINT (-119.746153883 36.8368418690001)
CA,POINT (-119.754142646 36.8409054040001)
CA,POINT (-119.704931124 36.819982601)
CA,POINT (-120.08191357 36.7351170970001)
CA,POINT (-119.798228206 36.820203899)
CA,POINT (-119.759832831 36.816838927)
CA,POINT (-119.816943075 36.8060742550001)
CA,POINT (-119.830341554 36.776075334)
CA,POINT (-119.779326715 36.762796838)
CA,POINT (-119.711414188 36.7583963110001)
CA,POINT (-119.732468679 36.749955406)
CA,POINT (-119.445294762 36.605036397)
CA,POINT (-122.006790732 39.534000819)
CA,POINT (-124.168007543 40.78379835)
CA,POINT (-124.075180325 40.828739313)
CA,POINT (-124.062017191 40.8423766770001)
CA,POINT (-124.085179341 40.8683293810001)
CA,POINT (-124.075491235 40.873797833)
CA,POINT (-124.164275729 40.7891953590001)
CA,POINT (-115.624177094 33.0303204370001)
CA,POINT (-115.505929928 32.6777510470001)
CA,POINT (-115.49378243 32.6652388630001)
CA,POINT (-115.496046285 32.6704189750001)
CA,POINT (-115.576919847 32.786596095)
CA,POINT (-115.568449656 32.844600417)
CA,POINT (-117.965202301 35.125556553)
CA,POINT (-119.11674896 35.381529723)
CA,POINT (-119.000200105 35.399962788)
CA,POINT (-119.056764898 35.3169549730001)
CA,POINT (-119.276364029 35.5102993530001)
CA,POINT (-119.07581167 35.417177408)
CA,POINT (-119.018203583 35.422285721)
CA,POINT (-117.677938197 35.640314577)
CA,POINT (-117.677834907 35.619337671)
